APT_ICAO;APT_NAME;LAT;LONG
EDHN;;0,00000;0
EDHO;;0,00000;0
EDHS;;0,00000;0
EDHU;;0,00000;0
EDHW;;0,00000;0
EDHX;;0,00000;0
EDII;;0,00000;0
EDKA;AACHEN MERZBRUCK;50,82300;6,187
EDKB;;0,00000;0
EDKD;;0,00000;0
EDKF;;0,00000;0
EDKH;;0,00000;0
EDKI;;0,00000;0
EDKL;;0,00000;0
EDKM;;0,00000;0
EDKN;;0,00000;0
EDKO;;0,00000;0
EDKP;;0,00000;0
EDKR;;0,00000;0
EDKU;;0,00000;0
EDKV;DAHLEMER BINZ;50,40600;6,528
EDKW;;0,00000;0
EDKZ;MEINERZHAGEN;51,09900;7,602
EDLA;ARNSBERG MENDEN;51,48300;7,899
EDLB;;0,00000;0
EDLC;KAMP LINTFORT;51,53000;6,537
EDLD;;0,00000;0
EDLE;ESSEN MULHEIM;51,40100;6,936
EDLF;;0,00000;0
EDLH;;0,00000;0
EDLI;;0,00000;0
EDLK;;0,00000;0
EDLL;;0,00000;0
EDLM;;0,00000;0
EDLN;MONCHENGLADBACH;51,23000;6,504
EDLO;;0,00000;0
EDLP;PADERBORN LIPPSTADT;51,61400;8,616
EDLR;;0,00000;0
EDLS;STADTLOHN VREDEN;51,99600;6,84
EDLT;;0,00000;0
EDLW;DORTMUND;51,51800;7,612
EDLX;;0,00000;0
EDLY;;0,00000;0
EDLZ;;0,00000;0
EDMA;AUGSBURG;48,42500;10,932
EDMB;BIBERACH AN DER RISS;48,11100;9,763
EDMC;;0,00000;0
EDMD;;0,00000;0
EDME;EGGENFELDEN;48,39600;12,724
EDMF;;0,00000;0
EDMG;;0,00000;0
EDMH;;0,00000;0
EDMI;;0,00000;0
EDMJ;;0,00000;0
EDMK;;0,00000;0
EDML;;0,00000;0
EDMM;;0,00000;0
EDMN;;0,00000;0
EDMO;OBERPFAFFENHOFEN;48,08100;11,283
EDMP;;0,00000;0
EDMQ;;0,00000;0
EDMR;;0,00000;0
EDMS;STRAUBING;48,90100;12,518
EDMT;;0,00000;0
EDMV;VILSHOFEN;48,63600;13,195
EDMW;;0,00000;0
EDMX;;0,00000;0
EDMY;;0,00000;0
EDNA;;0,00000;0
EDNB;;0,00000;0
EDNC;;0,00000;0
EDND;;0,00000;0
EDNE;;0,00000;0
EDNG;;0,00000;0
EDNH;;0,00000;0
EDNJ;;0,00000;0
EDNK;;0,00000;0
EDNL;LEUTKIRCH UNTERZEIL;47,85900;10,014
EDNM;;0,00000;0
EDNO;;0,00000;0
EDNP;;0,00000;0
EDNQ;;0,00000;0
EDNR;;0,00000;0
EDNS;;0,00000;0
EDNT;;0,00000;0
EDNU;;0,00000;0
EDNV;;0,00000;0
EDNW;;0,00000;0
EDNY;FRIEDRICHSHAFEN;47,67100;9,511
EDOA;;0,00000;0
EDOB;;0,00000;0
EDOC;;0,00000;0
EDOD;;0,00000;0
EDOE;;0,00000;0
EDOG;;0,00000;0
EDOI;;0,00000;0
EDOJ;;0,00000;0
EDOK;;0,00000;0
EDOL;;0,00000;0
EDOP;SCHWERIN PARCHIM;53,42700;11,783
EDOQ;;0,00000;0
EDOR;;0,00000;0
EDOS;;0,00000;0
EDOT;;0,00000;0
EDOV;STENDAL BORSTEL;52,62900;11,82
EDOW;;0,00000;0
EDOZ;;0,00000;0
EDPA;AALEN HEIDENHEIM ELCHINGEN;48,77800;10,264
EDPB;;0,00000;0
EDPD;;0,00000;0
EDPE;;0,00000;0
EDPF;;0,00000;0
EDPG;;0,00000;0
EDPH;;0,00000;0
EDPI;;0,00000;0
EDPJ;;0,00000;0
EDPK;;0,00000;0
EDPM;;0,00000;0
EDPN;;0,00000;0
EDPO;;0,00000;0
EDPQ;;0,00000;0
EDPS;;0,00000;0
EDPT;;0,00000;0
EDQB;;0,00000;0
EDQC;COBURG BRANDENSTEINSEBENE;50,26300;10,996
EDQD;BAYREUTH;49,98400;11,638
EDQE;BURG FEUERSTEIN;49,79400;11,132
EDQF;;0,00000;0
EDQH;;0,00000;0
EDQI;;0,00000;0
EDQK;;0,00000;0
EDQL;;0,00000;0
EDQM;HOF PLAUEN;50,28900;11,855
EDQN;;0,00000;0
EDQO;;0,00000;0
EDQP;ROSENTHAL FIELD PLOSSEN;49,86300;11,788
EDQR;;0,00000;0
EDQT;HASSFURT SCHWEINFURT;50,01800;10,529
EDQW;;0,00000;0
EDQX;;0,00000;0
EDQY;;0,00000;0
EDQZ;;0,00000;0
EDRA;;0,00000;0
EDRD;;0,00000;0
EDRF;;0,00000;0
EDRG;;0,00000;0
EDRH;;0,00000;0
EDRI;;0,00000;0
EDRJ;;0,00000;0
EDRK;KOBLENZ WINNINGEN;50,32500;7,531
EDRL;;0,00000;0
EDRM;;0,00000;0
EDRN;;0,00000;0
EDRO;;0,00000;0
EDRP;;0,00000;0
EDRS;;0,00000;0
EDRT;TRIER FOHREN;49,86300;6,789
EDRW;;0,00000;0
EDRY;SPEYER;49,30200;8,451
EDRZ;ZWEIBRUCKEN;49,20900;7,401
EDSA;;0,00000;0
EDSH;;0,00000;0
EDSI;;0,00000;0
EDSK;;0,00000;0
EDSL;;0,00000;0
EDSW;;0,00000;0
EDSZ;;0,00000;0
EDTB;BADEN OOS;48,79100;8,187
EDTC;;0,00000;0
EDTD;DONAUESCHINGEN VILLINGEN;47,97300;8,522
EDTF;FREIBURG;48,02000;7,834
EDTH;;0,00000;0
EDTK;KARLSRUHE FORCHHEIM;48,98200;8,333
EDTM;MENGEN HOHENTENGEN;48,05400;9,373
EDTN;;0,00000;0
EDTO;;0,00000;0
EDTP;;0,00000;0
EDTR;;0,00000;0
EDTS;;0,00000;0
EDTU;;0,00000;0
EDTW;;0,00000;0
EDTX;;0,00000;0
EDTY;SCHWABISCH HALL HESSENTAL;49,11800;9,777
EDTZ;;0,00000;0
EDUH;;0,00000;0
EDUS;FINSTERWALDE SCHACKSDORF;51,60800;13,738
EDUU;;0,00000;0
EDVA;;0,00000;0
EDVB;;0,00000;0
EDVC;;0,00000;0
EDVE;BRAUNSCHWEIG;52,31900;10,556
EDVF;;0,00000;0
EDVG;;0,00000;0
EDVH;;0,00000;0
EDVI;;0,00000;0
EDVK;KASSEL CALDEN;51,40800;9,378
EDVL;;0,00000;0
EDVM;HILDESHEIM;52,17700;9,946
EDVN;;0,00000;0
EDVP;;0,00000;0
EDVR;;0,00000;0
EDVS;;0,00000;0
EDVU;;0,00000;0
EDVV;;0,00000;0
EDVW;;0,00000;0
EDVX;;0,00000;0
EDVY;;0,00000;0
EDVZ;;0,00000;0
EDWA;;0,00000;0
EDWB;BREMERHAVEN;53,50300;8,573
EDWC;;0,00000;0
EDWD;LEMWERDER;53,14300;8,623
EDWE;EMDEN;53,39100;7,227
EDWF;LEER PAPENBURG;53,27200;7,443
EDWG;;0,00000;0
EDWH;;0,00000;0
EDWI;WILHELMSHAVEN MARIENSIEL;53,50500;8,053
EDWJ;;0,00000;0
EDWK;;0,00000;0
EDWL;;0,00000;0
EDWM;;0,00000;0
EDWN;;0,00000;0
EDWO;;0,00000;0
EDWP;;0,00000;0
EDWQ;;0,00000;0
EDWR;BORKUM;53,59500;6,709
EDWS;;0,00000;0
EDWT;;0,00000;0
EDWU;;0,00000;0
EDWV;;0,00000;0
EDWW;;0,00000;0
EDWX;;0,00000;0
EDWY;NORDERNEY;53,70700;7,23
EDWZ;;0,00000;0
EDXA;;0,00000;0
EDXB;;0,00000;0
EDXC;;0,00000;0
EDXD;;0,00000;0
EDXE;;0,00000;0
EDXF;FLENSBURG SCHAFERHAUS;54,77200;9,378
EDXG;;0,00000;0
EDXH;;0,00000;0
EDXI;;0,00000;0
EDXL;;0,00000;0
EDXM;;0,00000;0
EDXN;;0,00000;0
EDXO;;0,00000;0
EDXP;;0,00000;0
EDXQ;;0,00000;0
EDXR;RENDSBURG SCHACHTHOLM;54,22100;9,601
EDXS;;0,00000;0
EDXU;;0,00000;0
EDXW;WESTERLAND SYLT;54,91300;8,34
EDXY;;0,00000;0
EDXZ;;0,00000;0
EDYY;;0,00000;0
EDZB;;0,00000;0
EDZE;;0,00000;0
EDZF;;0,00000;0
EDZH;;0,00000;0
EDZL;;0,00000;0
EDZM;;0,00000;0
EDZO;;0,00000;0
EDZS;;0,00000;0
EDZW;;0,00000;0
EEEI;AMARI;59,25900;24,204
EEKA;KARDLA;58,99100;22,831
EEKE;KURESSAARE;58,23000;22,509
EEPU;PARNU;58,41900;24,473
EETN;TALLINN;59,41300;24,833
EETU;TARTU;58,30700;26,69
EFAA;;0,00000;0
EFAH;;0,00000;0
EFAL;;0,00000;0
EFET;ENONTEKIO;68,36200;23,424
EFEU;EURA;61,11600;22,201
EFFO;;0,00000;0
EFHA;HALLI;61,85600;24,786
EFHF;HELSINKI MALMI;60,25400;25,043
EFHK;HELSINKI VANTAA;60,32000;24,956
EFHL;;0,00000;0
EFHM;HAMEENKYRO;61,68900;23,074
EFHN;HANKO;59,84900;23,083
EFHP;;0,00000;0
EFHT;;0,00000;0
EFHV;HYVINKAA;60,65400;24,881
EFII;;0,00000;0
EFIK;KIIKALA;60,46300;23,652
EFIL;;0,00000;0
EFIM;IMMOLA;61,24900;28,904
EFIT;KITEE;62,16600;30,074
EFIV;IVALO;68,60700;27,405
EFJM;;0,00000;0
EFJO;JOENSUU;62,65900;29,624
EFJP;;0,00000;0
EFJS;;0,00000;0
EFJY;JYVASKYLA;62,39900;25,678
EFKA;KAUHAVA;63,12700;23,051
EFKE;KEMI TORNIO;65,78200;24,599
EFKG;;0,00000;0
EFKH;;0,00000;0
EFKI;KAJAANI;64,28500;27,692
EFKJ;KAUHAJOKI;62,46300;22,393
EFKK;KRUUNUPYY;63,72100;23,143
EFKM;KEMIJARVI;66,71300;27,157
EFKR;;0,00000;0
EFKS;KUUSAMO;65,98700;29,239
EFKT;KITTILA;67,70100;24,847
EFKU;KUOPIO;63,00700;27,798
EFKV;;0,00000;0
EFKY;;0,00000;0
EFLA;LAHTI VESIVEHMAA;61,14400;25,693
EFLP;LAPPEENRANTA;61,04400;28,144
EFMA;MARIEHAMN;60,12200;19,898
EFME;MENKIJARVI;62,94700;23,519
EFMI;MIKKELI;61,68600;27,202
EFNU;NUMMELA;60,33400;24,296
EFOP;;0,00000;0
EFOU;OULU;64,93000;25,354
EFPE;;0,00000;0
EFPI;PIIKAJARVI;61,24600;22,193
EFPK;;0,00000;0
EFPO;PORI;61,46200;21,8
EFPU;PUDASJARVI;65,40200;26,947
EFPY;PYHASALMI;63,73200;25,926
EFRA;;0,00000;0
EFRH;RAAHE PATTIJOKI;64,68800;24,696
EFRN;RANTASALMI;62,06500;28,356
EFRO;ROVANIEMI;66,56500;25,83
EFRV;;0,00000;0
EFRY;RAYSKALA;60,74500;24,108
EFSA;SAVONLINNA;61,94300;28,945
EFSE;SELANPAA;61,06200;26,799
EFSO;SODANKYLA;67,39500;26,619
EFSU;;0,00000;0
EFTE;;0,00000;0
EFTP;TAMPERE PIRKKALA;61,41400;23,604
EFTS;TEISKO;61,77300;24,027
EFTU;TURKU;60,51400;22,263
EFUT;UTTI;60,89600;26,938
EFVA;VAASA;63,05100;21,761
EFVL;;0,00000;0
EFVR;VARKAUS;62,17100;27,869
EFVU;;0,00000;0
EFWB;;0,00000;0
EFYL;YLIVIESKA;64,06000;24,716
EGAA;ALDERGROVE;54,65700;-6,216
EGAB;ST ANGELO;54,39900;-7,652
EGAC;CITY;54,61800;-5,873
EGAD;;0,00000;0
EGAE;LONDONDERRY EGLINTON;55,04300;-7,161
EGAL;;0,00000;0
EGBB;BIRMINGHAM;52,45400;-1,748
EGBD;;0,00000;0
EGBE;COVENTRY;52,37000;-1,48
EGBG;LEICESTER;52,60800;-1,032
EGBJ;GLOUCESTERSHIRE;51,89400;-2,167
EGBK;;0,00000;0
EGBM;;0,00000;0
EGBN;NOTTINGHAM;52,92000;-1,079
EGBO;WOLVERHAMPTON;52,51700;-2,26
EGBP;KEMBLE;51,66800;-2,057
EGBS;;0,00000;0
EGBT;TURWESTON;52,04100;-1,096
EGBW;;0,00000;0
EGCA;;0,00000;0
EGCB;;0,00000;0
EGCC;MANCHESTER;53,35400;-2,275
EGCD;MANCHESTER WOODFORD;53,33800;-2,149
EGCE;;0,00000;0
EGCF;SANDTOFT;53,56000;-0,858
EGCG;;0,00000;0
EGCH;;0,00000;0
EGCI;;0,00000;0
EGCJ;;0,00000;0
EGCL;;0,00000;0
EGCS;;0,00000;0
EGDA;;0,00000;0
EGDC;CHIVENOR;51,08700;-4,15
EGDF;;0,00000;0
EGDG;ST MAWGAN;50,44100;-4,995
EGDJ;;0,00000;0
EGDK;;0,00000;0
EGDL;LYNEHAM;51,50500;-1,993
EGDM;BOSCOMBE DOWN;51,15200;-1,747
EGDN;;0,00000;0
EGDP;;0,00000;0
EGDR;CULDROSE;50,08600;-5,256
EGDS;;0,00000;0
EGDT;;0,00000;0
EGDX;ST ATHAN;51,40500;-3,436
EGDY;YEOVILTON;51,00900;-2,639
EGFC;;0,00000;0
EGFE;HAVERFORDWEST;51,83300;-4,961
EGFF;CARDIFF;51,39700;-3,343
EGFH;SWANSEA;51,60500;-4,068
EGGD;BRISTOL;51,38300;-2,719
EGGE;;0,00000;0
EGGL;;0,00000;0
EGGP;LIVERPOOL;53,33400;-2,85
EGGW;LUTON;51,87400;-0,368
EGHA;;0,00000;0
EGHC;;0,00000;0
EGHD;PLYMOUTH;50,42300;-4,106
EGHE;;0,00000;0
EGHG;;0,00000;0
EGHH;BOURNEMOUTH;50,78000;-1,843
EGHI;SOUTHAMPTON;50,95000;-1,357
EGHJ;;0,00000;0
EGHK;;0,00000;0
EGHL;LASHAM;51,18500;-1,032
EGHM;;0,00000;0
EGHN;;0,00000;0
EGHO;;0,00000;0
EGHR;;0,00000;0
EGHS;;0,00000;0
EGJA;;0,00000;0
EGJB;GUERNSEY;49,43500;-2,602
EGJJ;JERSEY;49,20800;-2,195
EGJL;;0,00000;0
EGKA;SHOREHAM;50,83600;-0,297
EGKB;BIGGIN HILL;51,33100;0,033
EGKC;;0,00000;0
EGKE;;0,00000;0
EGKK;GATWICK;51,14800;-0,19
EGKM;;0,00000;0
EGKR;;0,00000;0
EGLA;;0,00000;0
EGLB;;0,00000;0
EGLC;CITY;51,50500;0,054
EGLD;;0,00000;0
EGLF;FARNBOROUGH;51,27600;-0,776
EGLG;;0,00000;0
EGLJ;CHALGROVE;51,67600;-1,081
EGLK;BLACKBUSHE;51,32400;-0,848
EGLL;HEATHROW;51,47700;-0,461
EGLM;;0,00000;0
EGLS;;0,00000;0
EGLW;;0,00000;0
EGMC;SOUTHEND;51,57100;0,696
EGMD;LYDD;50,95600;0,939
EGMH;MANSTON;51,34200;1,346
EGNA;;0,00000;0
EGNB;BROUGH;53,71900;-0,566
EGNC;CARLISLE;54,93800;-2,809
EGNE;;0,00000;0
EGNF;;0,00000;0
EGNG;;0,00000;0
EGNH;BLACKPOOL;53,77200;-3,029
EGNI;;0,00000;0
EGNJ;HUMBERSIDE;53,57400;-0,351
EGNL;WALNEY ISLAND;54,13000;-3,256
EGNM;LEEDS BRADFORD;53,86600;-1,661
EGNO;WARTON;53,74500;-2,883
EGNR;HAWARDEN;53,17800;-2,978
EGNS;ISLE OF MAN;54,08300;-4,624
EGNT;NEWCASTLE;55,03800;-1,692
EGNV;TEESSIDE;54,50900;-1,429
EGNW;;0,00000;0
EGNX;EAST MIDLANDS;52,83100;-1,328
EGOB;;0,00000;0
EGOC;;0,00000;0
EGOD;LLANBEDR;52,81200;-4,123
EGOE;TERNHILL;52,87100;-2,533
EGOJ;;0,00000;0
EGOM;;0,00000;0
EGOP;;0,00000;0
EGOQ;MONA;53,25800;-4,373
EGOS;SHAWBURY;52,79800;-2,668
EGOV;VALLEY;53,24800;-4,535
EGOW;WOODVALE;53,58100;-3,055
EGOY;WEST FREUGH;54,85100;-4,948
EGPA;KIRKWALL;58,95800;-2,905
EGPB;SUMBURGH;59,87900;-1,296
EGPC;WICK;58,45900;-3,093
EGPD;DYCE;57,20400;-2,2
EGPE;INVERNESS;57,54000;-4,05
EGPF;GLASGOW;55,87200;-4,433
EGPG;;0,00000;0
EGPH;EDINBURGH;55,95000;-3,373
EGPI;ISLAY;55,68200;-6,257
EGPJ;;0,00000;0
EGPK;PRESTWICK;55,50800;-4,587
EGPL;BENBECULA;57,48100;-7,363
EGPM;SCATSTA;60,43200;-1,298
EGPN;DUNDEE;56,45300;-3,026
EGPO;STORNOWAY;58,21400;-6,329
EGPR;;0,00000;0
EGPS;;0,00000;0
EGPT;;0,00000;0
EGPU;TIREE;56,49900;-6,869
EGPW;;0,00000;0
EGPY;;0,00000;0
EGQA;;0,00000;0
EGQB;;0,00000;0
EGQC;;0,00000;0
EGQD;;0,00000;0
EGQL;LEUCHARS;56,37300;-2,868
EGQM;;0,00000;0
EGQN;;0,00000;0
EGQO;;0,00000;0
EGQR;;0,00000;0
EGQS;LOSSIEMOUTH;57,70500;-3,339
EGQT;;0,00000;0
EGQX;;0,00000;0
EGRE;;0,00000;0
EGRR;BRACKNELL MET CENTER;51,38300;-0,783
EGRS;;0,00000;0
EGSA;;0,00000;0
EGSB;;0,00000;0
EGSC;CAMBRIDGE;52,20500;0,175
EGSD;;0,00000;0
EGSE;;0,00000;0
EGSF;CONINGTON;52,46800;-0,251
EGSG;;0,00000;0
EGSH;NORWICH;52,67600;1,283
EGSK;;0,00000;0
EGSL;;0,00000;0
EGSM;;0,00000;0
EGSN;;0,00000;0
EGSP;;0,00000;0
EGSR;;0,00000;0
EGSS;STANSTED;51,88500;0,235
EGST;;0,00000;0
EGSV;;0,00000;0
EGSW;;0,00000;0
EGSX;NORTH WEALD;51,72200;0,154
EGSY;SHEFFIELD CITY;53,39400;-1,388
EGTA;;0,00000;0
EGTB;;0,00000;0
EGTC;CRANFIELD;52,07200;-0,617
EGTD;DUNSFOLD;51,11700;-0,534
EGTE;EXETER;50,73400;-3,414
EGTF;;0,00000;0
EGTG;BRISTOL FILTON;51,51900;-2,591
EGTH;HATFIELD;51,76700;0,25
EGTI;;0,00000;0
EGTK;KIDLINGTON;51,83700;-1,32
EGTR;;0,00000;0
EGUA;;0,00000;0
EGUB;BENSON;51,61600;-1,096
EGUC;;0,00000;0
EGUD;;0,00000;0
EGUF;;0,00000;0
EGUG;;0,00000;0
EGUH;;0,00000;0
EGUJ;;0,00000;0
EGUK;;0,00000;0
EGUL;LAKENHEATH;52,40900;0,561
EGUM;;0,00000;0
EGUN;MILDENHALL;52,36100;0,488
EGUP;;0,00000;0
EGUS;;0,00000;0
EGUW;WATTISHAM;52,12700;0,956
EGUY;WYTON;52,35700;-0,108
EGVA;FAIRFORD;51,68200;-1,79
EGVB;;0,00000;0
EGVC;;0,00000;0
EGVG;;0,00000;0
EGVH;;0,00000;0
EGVI;;0,00000;0
EGVJ;;0,00000;0
EGVL;;0,00000;0
EGVN;BRIZE NORTON;51,75000;-1,584
EGVO;ODIHAM;51,23400;-0,943
EGVP;;0,00000;0
EGVW;;0,00000;0
EGWC;COSFORD;52,64000;-2,306
EGWE;;0,00000;0
EGWN;;0,00000;0
EGWS;;0,00000;0
EGWU;NORTHOLT RAF;51,55300;-0,418
EGWZ;;0,00000;0
EGXB;;0,00000;0
EGXC;CONINGSBY;53,09300;-0,166
EGXD;DISHFORTH;54,13700;-1,42
EGXE;LEEMING;54,29200;-1,535
EGXF;;0,00000;0
EGXG;CHURCH FENTON;53,83400;-1,195
EGXH;HONINGTON;52,34300;0,773
EGXI;;0,00000;0
EGXJ;COTTESMORE;52,73600;-0,649
EGXK;;0,00000;0
EGXN;;0,00000;0
EGXP;SCAMPTON;53,30700;-0,551
EGXS;;0,00000;0
EGXT;WITTERING;52,61300;-0,476
EGXU;LINTON ON OUSE;54,04900;-1,252
EGXV;;0,00000;0
EGXW;WADDINGTON;53,16600;-0,524
EGXZ;TOPCLIFFE;54,20600;-1,382
EGYB;;0,00000;0
EGYC;COLTISHALL;52,75500;1,357
EGYD;CRANWELL;53,03100;-0,481
EGYE;BARKSTON HEATH;52,96200;-0,561
EGYH;;0,00000;0
EGYK;;0,00000;0
EGYM;MARHAM;52,64800;0,55
EGYP;MOUNT PLEASANT;-51,82300;-58,447
EGYW;;0,00000;0
EHAL;;0,00000;0
EHAM;SCHIPHOL;52,30900;4,764
EHBD;BUDEL;51,25500;5,601
EHBK;MAASTRICHT;50,91100;5,77
EHDB;;0,00000;0
EHDL;DEELEN;52,06100;5,873
EHDP;;0,00000;0
EHDR;DRACHTEN;53,11900;6,13
EHEH;EINDHOVEN;51,45000;5,374
EHGG;EELDE;53,11900;6,579
EHGR;GILZE RIJEN;51,56800;4,933
EHHO;;0,00000;0
EHHV;;0,00000;0
EHKD;DE KOOY;52,92300;4,781
EHKL;;0,00000;0
EHLE;LELYSTAD;52,46000;5,527
EHLW;LEEUWARDEN;53,22900;5,761
EHMC;;0,00000;0
EHMZ;;0,00000;0
EHNP;;0,00000;0
EHRD;ROTTERDAM;51,95700;4,442
EHSB;SOESTERBERG;52,12700;5,276
EHSE;;0,00000;0
EHST;;0,00000;0
EHTE;;0,00000;0
EHTW;TWENTHE;52,27000;6,874
EHTX;;0,00000;0
EHVB;VALKENBURG;52,17000;4,426
EHWO;WOENSDRECHT;51,44900;4,342
EHYM;;0,00000;0
EHYP;;0,00000;0
EIAB;;0,00000;0
EIBN;;0,00000;0
EIBR;;0,00000;0
EIBT;;0,00000;0
EICB;;0,00000;0
EICD;;0,00000;0
EICK;CORK;51,84300;-8,492
EICM;GALWAY;53,30100;-8,939
EICN;;0,00000;0
EICS;;0,00000;0
EIDL;DONEGAL;55,04400;-8,341
EIDW;DUBLIN;53,42100;-6,27
EIFD;;0,00000;0
EIFR;;0,00000;0
EIGM;;0,00000;0
EIGN;;0,00000;0
EIHN;;0,00000;0
EIIM;;0,00000;0
EIIR;;0,00000;0
EIKL;;0,00000;0
EIKN;CONNAUGHT;53,91000;-8,818
EIKY;KERRY;52,18100;-9,524
EILT;;0,00000;0
EIME;CASEMENT;53,30300;-6,443
EIMN;;0,00000;0
EINN;SHANNON;52,70200;-8,925
EIPT;;0,00000;0
EIRT;;0,00000;0
EISG;SLIGO;54,28000;-8,599
EISP;;0,00000;0
EITM;;0,00000;0
EIWF;WATERFORD;52,18700;-7,087
EIWT;;53,35222;-6,488333
EKAE;;0,00000;0
EKAH;AARHUS;56,30400;10,619
EKAT;;0,00000;0
EKAV;;0,00000;0
EKBI;BILLUND;55,74000;9,152
EKCH;KASTRUP;55,61800;12,656
EKEB;ESBJERG;55,52600;8,553
EKGF;;0,00000;0
EKGH;GRONHOLT HILLEROD;55,94100;12,382
EKHG;;0,00000;0
EKHO;LINDTORP;56,39700;8,443
EKHS;;0,00000;0
EKKA;KARUP;56,29700;9,124
EKKL;;0,00000;0
EKLS;LAESO;57,27800;11,001
EKLV;;0,00000;0
EKMB;LOLLAND FALSTER MARIBO;54,69900;11,44
EKMN;;0,00000;0
EKNM;;0,00000;0
EKNS;;0,00000;0
EKOD;ODENSE;55,47600;10,329
EKPB;KRUSA PADBORG;54,87000;9,279
EKRD;;0,00000;0
EKRK;ROSKILDE;55,58600;12,131
EKRN;BORNHOLM RONNE;55,06300;14,759
EKRR;;0,00000;0
EKRS;;0,00000;0
EKSB;SONDERBORG;54,96400;9,792
EKSD;;0,00000;0
EKSN;SINDAL;57,50300;10,229
EKSP;SKRYDSTRUP;55,22500;9,264
EKSS;;0,00000;0
EKST;;0,00000;0
EKSV;SKIVE;56,55000;9,173
EKTD;;0,00000;0
EKTS;THISTED;57,06900;8,705
EKVA;VANDEL;55,69700;9,193
EKVB;;0,00000;0
EKVD;KOLDING VAMDRUP;55,43600;9,331
EKVG;VAGAR;62,06400;-7,277
EKVH;AARS;56,84700;9,459
EKVJ;STAUNING;55,99000;8,354
EKVL;VAERLOSE;55,76700;12,343
EKYT;AALBORG;57,09300;9,849
ELLX;FINDEL INTERNATIONAL AIRPORT;49,62600;6,211
ELWZ;;0,00000;0
ENAL;VIGRA;62,56000;6,11
ENAN;ANDOYA;69,29300;16,144
ENAS;;0,00000;0
ENAT;ALTA;69,97700;23,366
ENBA;;0,00000;0
ENBJ;;0,00000;0
ENBL;BRINGELAND;61,39200;5,764
ENBM;BOEMOEN;60,63900;6,501
ENBN;BRONNOY;65,45900;12,214
ENBO;BODO;67,26900;14,363
ENBR;BERGEN FLESLAND;60,29300;5,218
ENBS;BATSFJORD;70,60000;29,692
ENBV;;70,87139;29,034167
ENCN;KRISTIANSAND KJEVIK;58,20400;8,085
ENDI;DAGALI;60,41700;8,514
ENDU;BARDUFOSS;69,05600;18,54
ENEG;;0,00000;0
ENEK;;0,00000;0
ENEV;EVENES;68,49100;16,678
ENFA;;0,00000;0
ENFB;OSLO FORNEBU;59,89600;10,617
ENFG;FAGERNES LEIRIN;61,01100;9,293
ENFL;FLORO;61,58400;5,025
ENFO;;0,00000;0
ENFR;;0,00000;0
ENFY;;0,00000;0
ENFZ;;0,00000;0
ENGA;;0,00000;0
ENGC;;0,00000;0
ENGM;OSLO GARDERMOEN;60,19400;11,1
ENGN;;0,00000;0
ENHA;STAFSBERG;60,81800;11,067
ENHD;HAUGESUND KARMOY;59,34500;5,208
ENHF;;70,67972;23,668611
ENHK;HASVIK;70,48700;22,14
ENHN;;0,00000;0
ENHO;;0,00000;0
ENHS;;0,00000;0
ENHV;;71,00972;25,983611
ENIS;;0,00000;0
ENJA;;0,00000;0
ENJB;;0,00000;0
ENKA;;0,00000;0
ENKB;KRISTIANSUND KVERNBERGET;63,11200;7,824
ENKJ;KJELLER;59,96900;11,036
ENKR;KIRKENES HOYBUKTMOEN;69,72500;29,887
ENLI;LISTA;58,10000;6,625
ENLK;;68,15250;13,609444
ENML;ARO;62,74600;7,272
ENMR;;0,00000;0
ENMS;KJAERSTAD;65,78400;13,215
ENNA;BANAK;70,06900;24,973
ENNK;;0,00000;0
ENNM;;64,46667;11,6
ENNO;NOTODDEN;59,56600;9,212
ENOA;;0,00000;0
ENOL;ORLAND;63,69900;9,604
ENOV;;62,17861;6,075833
ENPY;;0,00000;0
ENRA;;66,36389;14,301667
ENRM;;64,83833;11,146111
ENRO;ROEROS;62,57800;11,342
ENRS;;67,52778;12,103333
ENRY;RYGGE;59,37900;10,786
ENSA;;0,00000;0
ENSB;SVALBARD LONGYEAR;78,24600;15,466
ENSD;;61,83000;6,105833
ENSF;;0,00000;0
ENSG;SOGNDAL HAUKASEN;61,15600;7,136
ENSH;;68,24330;14,6692
ENSK;;68,58083;15,026111
ENSN;SKIEN GEITERYGGEN;59,18500;9,567
ENSO;SOERSTOKKEN;59,79200;5,341
ENSR;SORKJOSEN;69,78700;20,959
ENSS;SVARTNES;70,35500;31,045
ENST;STOKKA;65,95700;12,469
ENTC;TROMSO;69,68300;18,919
ENTO;TORP;59,18700;10,259
ENVA;TRONDHEIM VAERNES;63,45800;10,94
ENVD;;70,06528;29,844722
ENVY;;0,00000;0
ENZV;STAVANGER SOLA;58,87700;5,638
EPBC;;0,00000;0
EPBK;;0,00000;0
EPGD;REBIECHOWO;54,37700;18,466
EPGI;;0,00000;0
EPJG;;0,00000;0
EPKA;;0,00000;0
EPKE;;0,00000;0
EPKK;BALICE JP II INTERNATIONAL AIRPORT;50,07800;19,785
EPKM;MUCHOWIEC;50,23800;19,035
EPKO;ZEGRZE POMORSKIE;54,04200;16,264
EPKR;;0,00000;0
EPKT;PYRZOWICE;50,47400;19,08
EPLL;LUBLINEK;51,72200;19,398
EPLS;;0,00000;0
EPML;MIELEC;50,32200;21,462
EPNT;;0,00000;0
EPOD;;0,00000;0
EPPO;LAWICA;52,42100;16,826
EPPT;;0,00000;0
EPRG;;0,00000;0
