Entity;State;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average)
AMSTERDAM ACC;Netherlands;37;2020-09-07;907;920,3;2019-09-09;1875;-51,63%;-48,58%
AMSTERDAM ACC;Netherlands;37;2020-09-08;815;911,7;2019-09-10;1795;-54,60%;-48,94%
AMSTERDAM ACC;Netherlands;37;2020-09-09;880;909,0;2019-09-11;1846;-52,33%;-49,26%
AMSTERDAM ACC;Netherlands;37;2020-09-10;888;904,1;2019-09-12;1892;-53,07%;-49,66%
AMSTERDAM ACC;Netherlands;37;2020-09-11;967;903,0;2019-09-13;1899;-49,08%;-49,91%
AMSTERDAM ACC;Netherlands;37;2020-09-12;855;895,7;2019-09-14;1569;-45,51%;-50,30%
AMSTERDAM ACC;Netherlands;37;2020-09-13;906;888,3;2019-09-15;1769;-48,78%;-50,83%
AMSTERDAM ACC;Netherlands;38;2020-09-14;924;890,7;2019-09-16;1886;-51,01%;-50,73%
AMSTERDAM ACC;Netherlands;38;2020-09-15;815;890,7;2019-09-17;1793;-54,55%;-50,73%
AMSTERDAM ACC;Netherlands;38;2020-09-16;824;882,7;2019-09-18;1833;-55,05%;-51,12%
AMSTERDAM ACC;Netherlands;38;2020-09-17;848;877,0;2019-09-19;1890;-55,13%;-51,43%
AMSTERDAM ACC;Netherlands;38;2020-09-18;906;868,3;2019-09-20;1880;-51,81%;-51,84%
AMSTERDAM ACC;Netherlands;38;2020-09-19;781;857,7;2019-09-21;1576;-50,44%;-52,45%
AMSTERDAM ACC;Netherlands;38;2020-09-20;860;851,1;2019-09-22;1727;-50,20%;-52,66%
AMSTERDAM ACC;Netherlands;39;2020-09-21;863;842,4;2019-09-23;1865;-53,73%;-53,06%
AMSTERDAM ACC;Netherlands;39;2020-09-22;766;835,4;2019-09-24;1794;-57,30%;-53,46%
AMSTERDAM ACC;Netherlands;39;2020-09-23;779;829,0;2019-09-25;1844;-57,75%;-53,86%
AMSTERDAM ACC;Netherlands;39;2020-09-24;834;827,0;2019-09-26;1874;-55,50%;-53,91%
AMSTERDAM ACC;Netherlands;39;2020-09-25;911;827,7;2019-09-27;1846;-50,65%;-53,74%
AMSTERDAM ACC;Netherlands;39;2020-09-26;788;828,7;2019-09-28;1584;-50,25%;-53,72%
AMSTERDAM ACC;Netherlands;39;2020-09-27;856;828,1;2019-09-29;1762;-51,42%;-53,88%
AMSTERDAM ACC;Netherlands;40;2020-09-28;840;824,9;2019-09-30;1892;-55,60%;-54,16%
AMSTERDAM ACC;Netherlands;40;2020-09-29;691;814,1;2019-10-01;1790;-61,40%;-54,74%
AMSTERDAM ACC;Netherlands;40;2020-09-30;768;812,6;2019-10-02;1837;-58,19%;-54,80%
AMSTERDAM ACC;Netherlands;40;2020-10-01;773;803,9;2019-10-03;1866;-58,57%;-55,26%
AMSTERDAM ACC;Netherlands;40;2020-10-02;863;797,0;2019-10-04;1842;-53,15%;-55,63%
AMSTERDAM ACC;Netherlands;40;2020-10-03;746;791,0;2019-10-05;1553;-51,96%;-55,85%
AMSTERDAM ACC;Netherlands;40;2020-10-04;810;784,4;2019-10-06;1736;-53,34%;-56,13%
AMSTERDAM ACC;Netherlands;41;2020-10-05;801;778,9;2019-10-07;1857;-56,87%;-56,32%
AMSTERDAM ACC;Netherlands;41;2020-10-06;676;776,7;2019-10-08;1714;-60,56%;-56,17%
AMSTERDAM ACC;Netherlands;41;2020-10-07;704;767,6;2019-10-09;1763;-60,07%;-56,43%
AMSTERDAM ACC;Netherlands;41;2020-10-08;734;762,0;2019-10-10;1836;-60,02%;-56,64%
AMSTERDAM ACC;Netherlands;41;2020-10-09;840;758,7;2019-10-11;1870;-55,08%;-56,92%
AMSTERDAM ACC;Netherlands;41;2020-10-10;762;761,0;2019-10-12;1568;-51,40%;-56,85%
AMSTERDAM ACC;Netherlands;41;2020-10-11;792;758,4;2019-10-13;1720;-53,95%;-56,94%
AMSTERDAM ACC;Netherlands;42;2020-10-12;742;750,0;2019-10-14;1854;-59,98%;-57,40%
AMSTERDAM ACC;Netherlands;42;2020-10-13;653;746,7;2019-10-15;1781;-63,34%;-57,82%
AMSTERDAM ACC;Netherlands;42;2020-10-14;711;747,7;2019-10-16;1781;-60,08%;-57,82%
AMSTERDAM ACC;Netherlands;42;2020-10-15;735;747,9;2019-10-17;1831;-59,86%;-57,80%
AMSTERDAM ACC;Netherlands;42;2020-10-16;816;744,4;2019-10-18;1862;-56,18%;-57,97%
AMSTERDAM ACC;Netherlands;42;2020-10-17;746;742,1;2019-10-19;1565;-52,33%;-58,08%
AMSTERDAM ACC;Netherlands;42;2020-10-18;768;738,7;2019-10-20;1731;-55,63%;-58,32%
AMSTERDAM ACC;Netherlands;43;2020-10-19;695;732,0;2019-10-21;1856;-62,55%;-58,70%
AMSTERDAM ACC;Netherlands;43;2020-10-20;614;726,4;2019-10-22;1761;-65,13%;-58,95%
AMSTERDAM ACC;Netherlands;43;2020-10-21;679;721,9;2019-10-23;1780;-61,85%;-59,20%
AMSTERDAM ACC;Netherlands;43;2020-10-22;677;713,6;2019-10-24;1819;-62,78%;-59,63%
AMSTERDAM ACC;Netherlands;43;2020-10-23;758;705,3;2019-10-25;1821;-58,37%;-59,97%
AMSTERDAM ACC;Netherlands;43;2020-10-24;708;699,9;2019-10-26;1553;-54,41%;-60,24%
AMSTERDAM ACC;Netherlands;43;2020-10-25;698;689,9;2019-10-27;1601;-56,40%;-60,39%
AMSTERDAM ACC;Netherlands;44;2020-10-26;706;691,4;2019-10-28;1717;-58,88%;-59,84%
AMSTERDAM ACC;Netherlands;44;2020-10-27;571;685,3;2019-10-29;1560;-63,40%;-59,52%
AMSTERDAM ACC;Netherlands;44;2020-10-28;630;678,3;2019-10-30;1578;-60,08%;-59,24%
AMSTERDAM ACC;Netherlands;44;2020-10-29;656;675,3;2019-10-31;1609;-59,23%;-58,68%
AMSTERDAM ACC;Netherlands;44;2020-10-30;744;673,3;2019-11-01;1588;-53,15%;-57,94%
AMSTERDAM ACC;Netherlands;44;2020-10-31;611;659,4;2019-11-02;1229;-50,28%;-57,58%
AMSTERDAM ACC;Netherlands;44;2020-11-01;647;652,1;2019-11-03;1504;-56,98%;-57,67%
AMSTERDAM ACC;Netherlands;45;2020-11-02;678;648,1;2019-11-04;1620;-58,15%;-57,55%
AMSTERDAM ACC;Netherlands;45;2020-11-03;555;645,9;2019-11-05;1519;-63,46%;-57,54%
AMSTERDAM ACC;Netherlands;45;2020-11-04;604;642,1;2019-11-06;1560;-61,28%;-57,71%
AMSTERDAM ACC;Netherlands;45;2020-11-05;638;639,6;2019-11-07;1590;-59,87%;-57,80%
AMSTERDAM ACC;Netherlands;45;2020-11-06;716;635,6;2019-11-08;1595;-55,11%;-58,10%
AMSTERDAM ACC;Netherlands;45;2020-11-07;556;627,7;2019-11-09;1235;-54,98%;-58,64%
AMSTERDAM ACC;Netherlands;45;2020-11-08;623;624,3;2019-11-10;1480;-57,91%;-58,77%
AMSTERDAM ACC;Netherlands;46;2020-11-09;626;616,9;2019-11-11;1605;-61,00%;-59,20%
AMSTERDAM ACC;Netherlands;46;2020-11-10;519;611,7;2019-11-12;1497;-65,33%;-59,46%
AMSTERDAM ACC;Netherlands;46;2020-11-11;563;605,9;2019-11-13;1487;-62,14%;-59,57%
AMSTERDAM ACC;Netherlands;46;2020-11-12;594;599,6;2019-11-14;1595;-62,76%;-60,01%
AMSTERDAM ACC;Netherlands;46;2020-11-13;619;585,7;2019-11-15;1601;-61,34%;-60,95%
AMSTERDAM ACC;Netherlands;46;2020-11-14;521;580,7;2019-11-16;1219;-57,26%;-61,23%
AMSTERDAM ACC;Netherlands;46;2020-11-15;606;578,3;2019-11-17;1469;-58,75%;-61,35%
AMSTERDAM ACC;Netherlands;47;2020-11-16;547;567,0;2019-11-18;1637;-66,59%;-62,22%
AMSTERDAM ACC;Netherlands;47;2020-11-17;478;561,1;2019-11-19;1514;-68,43%;-62,67%
AMSTERDAM ACC;Netherlands;47;2020-11-18;521;555,1;2019-11-20;1505;-65,38%;-63,13%
AMSTERDAM ACC;Netherlands;47;2020-11-19;558;550,0;2019-11-21;1643;-66,04%;-63,64%
AMSTERDAM ACC;Netherlands;47;2020-11-20;560;541,6;2019-11-22;1616;-65,35%;-64,25%
AMSTERDAM ACC;Netherlands;47;2020-11-21;453;531,9;2019-11-23;1226;-63,05%;-64,91%
AMSTERDAM ACC;Netherlands;47;2020-11-22;512;518,4;2019-11-24;1458;-64,88%;-65,76%
AMSTERDAM ACC;Netherlands;48;2020-11-23;532;516,3;2019-11-25;1592;-66,58%;-65,76%
AMSTERDAM ACC;Netherlands;48;2020-11-24;439;510,7;2019-11-26;1469;-70,12%;-65,98%
AMSTERDAM ACC;Netherlands;48;2020-11-25;485;505,6;2019-11-27;1477;-67,16%;-66,23%
AMSTERDAM ACC;Netherlands;48;2020-11-26;486;495,3;2019-11-28;1551;-68,67%;-66,63%
AMSTERDAM ACC;Netherlands;48;2020-11-27;551;494,0;2019-11-29;1587;-65,28%;-66,62%
AMSTERDAM ACC;Netherlands;48;2020-11-28;462;495,3;2019-11-30;1210;-61,82%;-66,48%
AMSTERDAM ACC;Netherlands;48;2020-11-29;525;497,1;2019-12-01;1449;-63,77%;-66,33%
AMSTERDAM ACC;Netherlands;49;2020-11-30;547;499,3;2019-12-02;1590;-65,60%;-66,18%
AMSTERDAM ACC;Netherlands;49;2020-12-01;462;502,6;2019-12-03;1468;-68,53%;-65,95%
AMSTERDAM ACC;Netherlands;49;2020-12-02;478;501,6;2019-12-04;1474;-67,57%;-66,01%
AMSTERDAM ACC;Netherlands;49;2020-12-03;527;507,4;2019-12-05;1494;-64,73%;-65,42%
AMSTERDAM ACC;Netherlands;49;2020-12-04;587;512,6;2019-12-06;1565;-62,49%;-65,00%
AMSTERDAM ACC;Netherlands;49;2020-12-05;488;516,3;2019-12-07;1229;-60,29%;-64,81%
AMSTERDAM ACC;Netherlands;49;2020-12-06;524;516,1;2019-12-08;1449;-63,84%;-64,82%
AMSTERDAM ACC;Netherlands;50;2020-12-07;539;515,0;2019-12-09;1585;-65,99%;-64,88%
AMSTERDAM ACC;Netherlands;50;2020-12-08;482;517,9;2019-12-10;1481;-67,45%;-64,73%
AMSTERDAM ACC;Netherlands;50;2020-12-09;506;521,9;2019-12-11;1506;-66,40%;-64,56%
AMSTERDAM ACC;Netherlands;50;2020-12-10;568;527,7;2019-12-12;1584;-64,14%;-64,48%
AMSTERDAM ACC;Netherlands;50;2020-12-11;604;530,1;2019-12-13;1582;-61,82%;-64,37%
AMSTERDAM ACC;Netherlands;50;2020-12-12;532;536,4;2019-12-14;1234;-56,89%;-63,97%
AMSTERDAM ACC;Netherlands;50;2020-12-13;545;539,4;2019-12-15;1461;-62,70%;-63,81%
AMSTERDAM ACC;Netherlands;51;2020-12-14;608;549,3;2019-12-16;1600;-62,00%;-63,20%
AMSTERDAM ACC;Netherlands;51;2020-12-15;559;560,3;2019-12-17;1520;-63,22%;-62,60%
AMSTERDAM ACC;Netherlands;51;2020-12-16;588;572,0;2019-12-18;1528;-61,52%;-61,90%
AMSTERDAM ACC;Netherlands;51;2020-12-17;666;586,0;2019-12-19;1608;-58,58%;-61,06%
AMSTERDAM ACC;Netherlands;51;2020-12-18;763;608,7;2019-12-20;1589;-51,98%;-59,57%
AMSTERDAM ACC;Netherlands;51;2020-12-19;754;640,4;2019-12-21;1346;-43,98%;-57,91%
AMSTERDAM ACC;Netherlands;51;2020-12-20;754;670,3;2019-12-22;1478;-48,99%;-56,02%
AMSTERDAM ACC;Netherlands;52;2020-12-21;665;678,4;2019-12-23;1493;-55,46%;-55,04%
AMSTERDAM ACC;Netherlands;52;2020-12-22;584;682,0;2019-12-24;1239;-52,87%;-53,56%
AMSTERDAM ACC;Netherlands;52;2020-12-23;702;698,3;2019-12-25;987;-28,88%;-49,82%
AMSTERDAM ACC;Netherlands;52;2020-12-24;552;682,0;2019-12-26;1365;-59,56%;-49,73%
AMSTERDAM ACC;Netherlands;52;2020-12-25;427;634,0;2019-12-27;1477;-71,09%;-52,71%
AMSTERDAM ACC;Netherlands;52;2020-12-26;531;602,1;2019-12-28;1282;-58,58%;-54,78%
AMSTERDAM ACC;Netherlands;52;2020-12-27;661;588,9;2019-12-29;1443;-54,19%;-55,61%
AMSTERDAM ACC;Netherlands;53;2020-12-28;587;577,7;2019-12-30;1483;-60,42%;-56,40%
AMSTERDAM ACC;Netherlands;53;2020-12-29;523;569,0;2019-12-31;1236;-57,69%;-57,05%
AMSTERDAM ACC;Netherlands;53;2020-12-30;604;555,0;2020-01-01;1299;-53,50%;-59,47%
AMSTERDAM ACC;Netherlands;53;2020-12-31;475;544,0;2020-01-02;1511;-68,56%;-60,87%
ANKARA ACC;Turkey;1;2020-01-01;2962;3216,1;2019-01-02;3331;-11,08%;-1,61%
ANKARA ACC;Turkey;1;2020-01-02;3354;3228,4;2019-01-03;3427;-2,13%;-1,92%
ANKARA ACC;Turkey;1;2020-01-03;3388;3224,7;2019-01-04;3422;-0,99%;-2,07%
ANKARA ACC;Turkey;1;2020-01-04;3439;3234,9;2019-01-05;3538;-2,80%;-2,48%
ANKARA ACC;Turkey;1;2020-01-05;3469;3240,3;2019-01-06;3540;-2,01%;-2,77%
ANKARA ACC;Turkey;2;2020-01-06;3150;3237,4;2019-01-07;3242;-2,84%;-3,15%
ANKARA ACC;Turkey;2;2020-01-07;2685;3206,7;2019-01-08;3108;-13,61%;-4,92%
ANKARA ACC;Turkey;2;2020-01-08;2993;3211,1;2019-01-09;3245;-7,77%;-4,44%
ANKARA ACC;Turkey;2;2020-01-09;3075;3171,3;2019-01-10;3380;-9,02%;-5,44%
ANKARA ACC;Turkey;2;2020-01-10;3164;3139,3;2019-01-11;3422;-7,54%;-6,39%
ANKARA ACC;Turkey;2;2020-01-11;3131;3095,3;2019-01-12;3387;-7,56%;-7,10%
ANKARA ACC;Turkey;2;2020-01-12;3256;3064,9;2019-01-13;3437;-5,27%;-7,61%
ANKARA ACC;Turkey;3;2020-01-13;3009;3044,7;2019-01-14;3212;-6,32%;-8,10%
ANKARA ACC;Turkey;3;2020-01-14;2905;3076,1;2019-01-15;3097;-6,20%;-7,11%
ANKARA ACC;Turkey;3;2020-01-15;2998;3076,9;2019-01-16;3238;-7,41%;-7,06%
ANKARA ACC;Turkey;3;2020-01-16;3035;3071,1;2019-01-17;3409;-10,97%;-7,34%
ANKARA ACC;Turkey;3;2020-01-17;3139;3067,6;2019-01-18;3428;-8,43%;-7,48%
ANKARA ACC;Turkey;3;2020-01-18;3190;3076,0;2019-01-19;3462;-7,86%;-7,52%
ANKARA ACC;Turkey;3;2020-01-19;3213;3069,9;2019-01-20;3484;-7,78%;-7,89%
ANKARA ACC;Turkey;4;2020-01-20;3007;3069,6;2019-01-21;3279;-8,30%;-8,16%
ANKARA ACC;Turkey;4;2020-01-21;2925;3072,4;2019-01-22;3121;-6,28%;-8,17%
ANKARA ACC;Turkey;4;2020-01-22;3022;3075,9;2019-01-23;3302;-8,48%;-8,32%
ANKARA ACC;Turkey;4;2020-01-23;3137;3090,4;2019-01-24;3317;-5,43%;-7,52%
ANKARA ACC;Turkey;4;2020-01-24;3138;3090,3;2019-01-25;3392;-7,49%;-7,39%
ANKARA ACC;Turkey;4;2020-01-25;3251;3099,0;2019-01-26;3357;-3,16%;-6,70%
ANKARA ACC;Turkey;4;2020-01-26;3238;3102,6;2019-01-27;3403;-4,85%;-6,27%
ANKARA ACC;Turkey;5;2020-01-27;2994;3100,7;2019-01-28;3162;-5,31%;-5,85%
ANKARA ACC;Turkey;5;2020-01-28;2900;3097,1;2019-01-29;3198;-9,32%;-6,27%
ANKARA ACC;Turkey;5;2020-01-29;3016;3096,3;2019-01-30;3240;-6,91%;-6,05%
ANKARA ACC;Turkey;5;2020-01-30;3076;3087,6;2019-01-31;3369;-8,70%;-6,52%
ANKARA ACC;Turkey;5;2020-01-31;3212;3098,1;2019-02-01;3474;-7,54%;-6,53%
ANKARA ACC;Turkey;5;2020-02-01;3244;3097,1;2019-02-02;3480;-6,78%;-7,06%
ANKARA ACC;Turkey;5;2020-02-02;3260;3100,3;2019-02-03;3503;-6,94%;-7,36%
ANKARA ACC;Turkey;6;2020-02-03;2990;3099,7;2019-02-04;3247;-7,91%;-7,71%
ANKARA ACC;Turkey;6;2020-02-04;2883;3097,3;2019-02-05;3120;-7,60%;-7,48%
ANKARA ACC;Turkey;6;2020-02-05;2783;3064,0;2019-02-06;3176;-12,37%;-8,22%
ANKARA ACC;Turkey;6;2020-02-06;3107;3068,4;2019-02-07;3277;-5,19%;-7,72%
ANKARA ACC;Turkey;6;2020-02-07;3059;3046,6;2019-02-08;3386;-9,66%;-8,03%
ANKARA ACC;Turkey;6;2020-02-08;3020;3014,6;2019-02-09;3359;-10,09%;-8,52%
ANKARA ACC;Turkey;6;2020-02-09;3007;2978,4;2019-02-10;3363;-10,59%;-9,07%
ANKARA ACC;Turkey;7;2020-02-10;2934;2970,4;2019-02-11;3141;-6,59%;-8,89%
ANKARA ACC;Turkey;7;2020-02-11;2838;2964,0;2019-02-12;3115;-8,89%;-9,07%
ANKARA ACC;Turkey;7;2020-02-12;2966;2990,1;2019-02-13;3139;-5,51%;-8,12%
ANKARA ACC;Turkey;7;2020-02-13;2989;2973,3;2019-02-14;3329;-10,21%;-8,84%
ANKARA ACC;Turkey;7;2020-02-14;3155;2987,0;2019-02-15;3380;-6,66%;-8,40%
ANKARA ACC;Turkey;7;2020-02-15;3206;3013,6;2019-02-16;3364;-4,70%;-7,60%
ANKARA ACC;Turkey;7;2020-02-16;3235;3046,1;2019-02-17;3478;-6,99%;-7,07%
ANKARA ACC;Turkey;8;2020-02-17;3027;3059,4;2019-02-18;3215;-5,85%;-6,97%
ANKARA ACC;Turkey;8;2020-02-18;2904;3068,9;2019-02-19;3118;-6,86%;-6,69%
ANKARA ACC;Turkey;8;2020-02-19;3050;3080,9;2019-02-20;3112;-1,99%;-6,22%
ANKARA ACC;Turkey;8;2020-02-20;3124;3100,1;2019-02-21;3330;-6,19%;-5,64%
ANKARA ACC;Turkey;8;2020-02-21;3176;3103,1;2019-02-22;3449;-7,92%;-5,83%
ANKARA ACC;Turkey;8;2020-02-22;3208;3103,4;2019-02-23;3309;-3,05%;-5,59%
ANKARA ACC;Turkey;8;2020-02-23;3252;3105,9;2019-02-24;3410;-4,63%;-5,24%
ANKARA ACC;Turkey;9;2020-02-24;3060;3110,6;2019-02-25;3242;-5,61%;-5,21%
ANKARA ACC;Turkey;9;2020-02-25;2877;3106,7;2019-02-26;3142;-8,43%;-5,42%
ANKARA ACC;Turkey;9;2020-02-26;2949;3092,3;2019-02-27;3197;-7,76%;-6,21%
ANKARA ACC;Turkey;9;2020-02-27;3083;3086,4;2019-02-28;3314;-6,97%;-6,32%
ANKARA ACC;Turkey;9;2020-02-28;3113;3077,4;2019-03-01;3359;-7,32%;-6,23%
ANKARA ACC;Turkey;9;2020-02-29;3153;3069,6;2019-03-02;3379;-6,69%;-6,75%
ANKARA ACC;Turkey;9;2020-03-01;3146;3054,4;2019-03-03;3521;-10,65%;-7,66%
ANKARA ACC;Turkey;10;2020-03-02;2961;3040,3;2019-03-04;3279;-9,70%;-8,23%
ANKARA ACC;Turkey;10;2020-03-03;2915;3045,7;2019-03-05;3230;-9,75%;-8,42%
ANKARA ACC;Turkey;10;2020-03-04;2997;3052,6;2019-03-06;3347;-10,46%;-8,80%
ANKARA ACC;Turkey;10;2020-03-05;3061;3049,4;2019-03-07;3457;-11,46%;-9,44%
ANKARA ACC;Turkey;10;2020-03-06;3136;3052,7;2019-03-08;3460;-9,36%;-9,73%
ANKARA ACC;Turkey;10;2020-03-07;3136;3050,3;2019-03-09;3466;-9,52%;-10,13%
ANKARA ACC;Turkey;10;2020-03-08;3095;3043,0;2019-03-10;3563;-13,13%;-10,51%
ANKARA ACC;Turkey;11;2020-03-09;2802;3020,3;2019-03-11;3344;-16,21%;-11,42%
ANKARA ACC;Turkey;11;2020-03-10;2730;2993,9;2019-03-12;3227;-15,40%;-12,18%
ANKARA ACC;Turkey;11;2020-03-11;2773;2961,9;2019-03-13;3304;-16,07%;-12,96%
ANKARA ACC;Turkey;11;2020-03-12;2761;2919,0;2019-03-14;3372;-18,12%;-13,92%
ANKARA ACC;Turkey;11;2020-03-13;2765;2866,0;2019-03-15;3475;-20,43%;-15,53%
ANKARA ACC;Turkey;11;2020-03-14;2761;2812,4;2019-03-16;3456;-20,11%;-17,08%
ANKARA ACC;Turkey;11;2020-03-15;2813;2772,1;2019-03-17;3500;-19,63%;-18,05%
ANKARA ACC;Turkey;12;2020-03-16;2426;2718,4;2019-03-18;3283;-26,10%;-19,43%
ANKARA ACC;Turkey;12;2020-03-17;2028;2618,1;2019-03-19;3218;-36,98%;-22,37%
ANKARA ACC;Turkey;12;2020-03-18;1934;2498,3;2019-03-20;3402;-43,15%;-26,23%
ANKARA ACC;Turkey;12;2020-03-19;1746;2353,3;2019-03-21;3428;-49,07%;-30,68%
ANKARA ACC;Turkey;12;2020-03-20;1734;2206,0;2019-03-22;3571;-51,44%;-35,28%
ANKARA ACC;Turkey;12;2020-03-21;1436;2016,7;2019-03-23;3535;-59,38%;-41,02%
ANKARA ACC;Turkey;12;2020-03-22;1251;1793,6;2019-03-24;3556;-64,82%;-47,67%
ANKARA ACC;Turkey;13;2020-03-23;981;1587,1;2019-03-25;3341;-70,64%;-53,81%
ANKARA ACC;Turkey;13;2020-03-24;836;1416,9;2019-03-26;3373;-75,21%;-59,03%
ANKARA ACC;Turkey;13;2020-03-25;756;1248,6;2019-03-27;3423;-77,91%;-63,92%
ANKARA ACC;Turkey;13;2020-03-26;753;1106,7;2019-03-28;3583;-78,98%;-68,23%
ANKARA ACC;Turkey;13;2020-03-27;744;965,3;2019-03-29;3648;-79,61%;-72,37%
ANKARA ACC;Turkey;13;2020-03-28;573;842,0;2019-03-30;3565;-83,93%;-75,93%
ANKARA ACC;Turkey;13;2020-03-29;413;722,3;2019-03-31;3714;-88,88%;-79,49%
ANKARA ACC;Turkey;14;2020-03-30;342;631,0;2019-04-01;3614;-90,54%;-82,28%
ANKARA ACC;Turkey;14;2020-03-31;377;565,4;2019-04-02;3612;-89,56%;-84,27%
ANKARA ACC;Turkey;14;2020-04-01;364;509,4;2019-04-03;3654;-90,04%;-85,96%
ANKARA ACC;Turkey;14;2020-04-02;353;452,3;2019-04-04;3661;-90,36%;-87,57%
ANKARA ACC;Turkey;14;2020-04-03;374;399,4;2019-04-05;3483;-89,26%;-88,95%
ANKARA ACC;Turkey;14;2020-04-04;341;366,3;2019-04-06;3029;-88,74%;-89,65%
ANKARA ACC;Turkey;14;2020-04-05;301;350,3;2019-04-07;3181;-90,54%;-89,88%
ANKARA ACC;Turkey;15;2020-04-06;286;342,3;2019-04-08;3064;-90,67%;-89,88%
ANKARA ACC;Turkey;15;2020-04-07;322;334,4;2019-04-09;3186;-89,89%;-89,93%
ANKARA ACC;Turkey;15;2020-04-08;339;330,9;2019-04-10;3396;-90,02%;-89,93%
ANKARA ACC;Turkey;15;2020-04-09;323;326,6;2019-04-11;3570;-90,95%;-90,02%
ANKARA ACC;Turkey;15;2020-04-10;334;320,9;2019-04-12;3702;-90,98%;-90,29%
ANKARA ACC;Turkey;15;2020-04-11;327;318,9;2019-04-13;3784;-91,36%;-90,65%
ANKARA ACC;Turkey;15;2020-04-12;283;316,3;2019-04-14;3818;-92,59%;-90,97%
ANKARA ACC;Turkey;16;2020-04-13;274;314,6;2019-04-15;3483;-92,13%;-91,17%
ANKARA ACC;Turkey;16;2020-04-14;316;313,7;2019-04-16;3518;-91,02%;-91,31%
ANKARA ACC;Turkey;16;2020-04-15;295;307,4;2019-04-17;3569;-91,73%;-91,54%
ANKARA ACC;Turkey;16;2020-04-16;348;311,0;2019-04-18;3674;-90,53%;-91,48%
ANKARA ACC;Turkey;16;2020-04-17;367;315,7;2019-04-19;3750;-90,21%;-91,37%
ANKARA ACC;Turkey;16;2020-04-18;349;318,9;2019-04-20;3835;-90,90%;-91,30%
ANKARA ACC;Turkey;16;2020-04-19;308;322,4;2019-04-21;3883;-92,07%;-91,22%
ANKARA ACC;Turkey;17;2020-04-20;363;335,1;2019-04-22;3673;-90,12%;-90,94%
ANKARA ACC;Turkey;17;2020-04-21;378;344,0;2019-04-23;3619;-89,56%;-90,74%
ANKARA ACC;Turkey;17;2020-04-22;447;365,7;2019-04-24;3742;-88,05%;-90,22%
ANKARA ACC;Turkey;17;2020-04-23;483;385,0;2019-04-25;3783;-87,23%;-89,75%
ANKARA ACC;Turkey;17;2020-04-24;392;388,6;2019-04-26;3881;-89,90%;-89,70%
ANKARA ACC;Turkey;17;2020-04-25;395;395,1;2019-04-27;4103;-90,37%;-89,63%
ANKARA ACC;Turkey;17;2020-04-26;345;400,4;2019-04-28;4202;-91,79%;-89,62%
ANKARA ACC;Turkey;18;2020-04-27;374;402,0;2019-04-29;3844;-90,27%;-89,64%
ANKARA ACC;Turkey;18;2020-04-28;423;408,4;2019-04-30;3829;-88,95%;-89,56%
ANKARA ACC;Turkey;18;2020-04-29;430;406,0;2019-05-01;4027;-89,32%;-89,73%
ANKARA ACC;Turkey;18;2020-04-30;455;402,0;2019-05-02;4001;-88,63%;-89,91%
ANKARA ACC;Turkey;18;2020-05-01;459;411,6;2019-05-03;3969;-88,44%;-89,70%
ANKARA ACC;Turkey;18;2020-05-02;438;417,7;2019-05-04;4110;-89,34%;-89,55%
ANKARA ACC;Turkey;18;2020-05-03;397;425,1;2019-05-05;4115;-90,35%;-89,33%
ANKARA ACC;Turkey;19;2020-05-04;465;438,1;2019-05-06;3784;-87,71%;-88,98%
ANKARA ACC;Turkey;19;2020-05-05;460;443,4;2019-05-07;3691;-87,54%;-88,79%
ANKARA ACC;Turkey;19;2020-05-06;468;448,9;2019-05-08;3715;-87,40%;-88,53%
ANKARA ACC;Turkey;19;2020-05-07;499;455,1;2019-05-09;3671;-86,41%;-88,22%
ANKARA ACC;Turkey;19;2020-05-08;479;458,0;2019-05-10;3891;-87,69%;-88,12%
ANKARA ACC;Turkey;19;2020-05-09;460;461,1;2019-05-11;4017;-88,55%;-87,99%
ANKARA ACC;Turkey;19;2020-05-10;440;467,3;2019-05-12;3936;-88,82%;-87,75%
ANKARA ACC;Turkey;20;2020-05-11;422;461,1;2019-05-13;3603;-88,29%;-87,83%
ANKARA ACC;Turkey;20;2020-05-12;434;457,4;2019-05-14;3464;-87,47%;-87,82%
ANKARA ACC;Turkey;20;2020-05-13;471;457,9;2019-05-15;3650;-87,10%;-87,78%
ANKARA ACC;Turkey;20;2020-05-14;485;455,9;2019-05-16;3687;-86,85%;-87,84%
ANKARA ACC;Turkey;20;2020-05-15;521;461,9;2019-05-17;3728;-86,02%;-87,61%
ANKARA ACC;Turkey;20;2020-05-16;467;462,9;2019-05-18;3902;-88,03%;-87,52%
ANKARA ACC;Turkey;20;2020-05-17;403;457,6;2019-05-19;3971;-89,85%;-87,68%
ANKARA ACC;Turkey;21;2020-05-18;386;452,4;2019-05-20;3725;-89,64%;-87,88%
ANKARA ACC;Turkey;21;2020-05-19;402;447,9;2019-05-21;3656;-89,00%;-88,09%
ANKARA ACC;Turkey;21;2020-05-20;437;443,0;2019-05-22;3713;-88,23%;-88,25%
ANKARA ACC;Turkey;21;2020-05-21;492;444,0;2019-05-23;3901;-87,39%;-88,31%
ANKARA ACC;Turkey;21;2020-05-22;513;442,9;2019-05-24;3900;-86,85%;-88,42%
ANKARA ACC;Turkey;21;2020-05-23;469;443,1;2019-05-25;4105;-88,57%;-88,50%
